Assettype Quantity,Associatedgsp,Bulk supply point,Connectivity Voltage(kv),Constraint description,Constraint occurrence year,Constraint season,Current status,Customers served,Dnoa result,Dnoa result description,Dnoa result history 2023,Dnoa result history 2024,Dnoa result history 2025,Deviation,Deviation Percentage,ECR < 1MVA Accepted to connect,ECR < 1MVA Already connected,ECR > 1MVA Accepted to connect,ECR > 1MVA Already connected,Expectedcompletionyear,Expectedstartyear,Firm Capacity,Flexibility procurement 2024/25,Flexibility procurement 2025/26,Flexibility procurement 2026/27,Flexibility procurement 2027/28,Flexibility procurement 2028/29,Generation Capacity,Generation Headroom Mw,Grid supply point,Justification,Ltdsname,Site,Spare Summer,Spare Winter,Substation title,Substation Or Circuit,Total gen <1 (mw),Total gen >1 (mw),Total Ecr Capacity,Traditional solution,Transformer 1 Summer,Transformer 1 Winter,Transformer 2 Summer,Transformer 2 Winter,Transformer 3 Summer,Transformer 3 Winter,Transformer 4 Summer,Transformer 4 Winter,Transformer 5 Summer,Transformer 5 Winter,Transformer 6 Summer,Transformer 6 Winter,Transformer 7 Summer,Transformer 7 Winter,Transformer 8 Summer,Transformer 8 Winter,Type,Assessment Date,Asset Export Limit,Asset Import Limit,Calculated Resistance,County,Date Commissioned,Easting,Grid Reference,Installed Capacity MVA,Last Report,Licence Area,Local Authority,Local Authority Code,Max Demand Summer,Max Demand Winter,Maximum Observed Power Flow,Measured Resistance (Ohm),Minimum Observed Power Flow,Next Assessment Date,Northing,Postcode,Power Transformer Count,Reverse Power,Site Classification,Site Functional Location,Site Name,Site Type,Site Voltage,Spatial Coordinates,Street,Suburb,Technical Limit Export,Technical Limit Import Access Period,Technical Limit Import Summer,Technical Limit Import Winter,Town City,Transformer Rating Summer,Transformer Rating Winter,What3Words
,,,,The site is expected to be overloaded under an N-1 outage condition due to limited transformer capacity.,2025,Winter,Reinforcement completed,13443.0,Reinforcement,"Reinforcement of the site was completed, therefore the need has been removed and we won't award flexibility.",Flexibility,Reinforcement + Flexibility,Reinforcement,No,0.0,0.0,0.0,0.0,0.0,,,14.4,\N,\N,\N,\N,\N,8.5,8.5,,,,Single site,2.5,1.15,Cockfosters,,0.0,0.0,0.0,In order to increase capacity at the site a proposed solution is to replace the lower capacity transformer at Cockfosters Primary,17.0,23.0,15.0,20.0,,,,,,,,,,,,,Demand,2018-06-14,0.0,0.0,1.10Ω 0.00Deg,Greater London,1963-04-01,527341,TQ2734196778,0.0,ELP0061007-R01,Eastern Power Networks (EPN),Barnet,E09000003,12.4,18.8,0.0,0.05,0.0,2034-11-26,196778,EN4 9ED,2,"100%,  <100%",COLD,EPN-S0000000H8091,COCKFOSTERS PRIMARY 33/11kV,Primary Substation,33,"51.6553747991765, -0.16056520588718",16 ARUNDEL ROAD,\N,0.0,0.0,0.0,0.0,COCKFOSTERS,"17, 15","23, 20",deck.safe.stud
,,Holywell Grid 33kV,,,,,,,,,,,,No,0.0,0.30336,0.048,0.0,0.0,,,17.28,,,,,,18.0,17.64864,Watford South 2 and 4,,,,7.2,8.93,,,0.35136,0.0,0.35136,,18.0,24.0,18.0,24.0,,,,,,,,,,,,,,2014-08-20,0.0,0.0,0.16Ω 0.00Deg,Hertfordshire,1961-04-01,505503,TL0550305963,0.0,ESL0111-004,Eastern Power Networks (EPN),Dacorum,E07000096,10.5,14.7,0.0,\N,0.0,2032-11-26,205963,HP3 9BY,2,100%,COLD,EPN-S0000000H8093,FROGMORE PRIMARY 33/11kV,Primary Substation,33,"51.7424478827803, -0.47334525660412",\N,\N,0.0,0.0,0.0,0.0,HEMEL HEMPSTEAD SOUTH,"18, 18","24, 24",risks.coffee.salad
,,Hendon Grid 33kV,,The site is expected to be overloaded under an N-1 outage condition due to limited transformer capacity.,2025,Winter/Summer,Flexibility procurement,19691.0,Flexibility,We were not able to procure sufficient flexibility for the first year through our Autumn 2024 flexibility tender. The procured flexibility will reduce the need to a level that can be managed via network adjustment . We aim to procure procure more flexibility in the upcoming tender events.,Signposting,Flexibility,Flexibility,No,0.0,0.11904,0.0,0.0,0.0,,,17.28,60%,60%,<10%,\N,\N,18.0,17.88096,Mill Hill and Hendon,,,Single site,-1.44,0.96,Hendon Way,,0.11904,0.0,0.11904,"In order to increase capacity at the site the traditional solution is, • Replace the existing transformer • Extend the 11 kV switchgear • Install a new 33 kV circuit from Hendon Grid",18.0,24.0,18.0,24.0,,,,,,,,,,,,,Demand,2018-09-19,600.0,600.0,0.18Ω 0.00Deg,Greater London,1964-04-01,523943,TQ2394387656,0.0,ELP0061023-R01,Eastern Power Networks (EPN),Barnet,E09000003,19.5,23,214.81,0.04,75.1,2034-11-26,187656,NW11 9RR,2,100%,COLD,EPN-S0000000H8094,HENDON WAY PRIMARY 33/11kV,Primary Substation,33,"51.5741550554878, -0.212883238659527",\N,\N,0.0,0.0,0.0,0.0,HENDON,"18, 18","24, 24",issue.sticky.lows
,,Holywell Grid 33kV,,,,,,,,,,,,No,0.0,0.31488,0.4224,0.0,0.0,,,17.28,,,,,,18.0,17.26272,Watford South 2 and 4,,,,6.05,8.45,,,0.7372799999999999,0.0,0.7372799999999999,,18.0,24.0,18.0,24.0,,,,,,,,,,,,,,2014-08-05,0.0,0.0,0.88Ω 0.00Deg,Middlesex,1951-04-01,509787,TQ0978793332,0.0,ESL0042-016,Eastern Power Networks (EPN),Three Rivers,E07000102,11.7,15.2,0.0,\N,0.0,2032-11-26,193332,HA6 3DA,2,100%,COLD,EPN-S0000000H8107,WESTBURY PRIMARY 33/11kV,Primary Substation,33,"51.6281018649629, -0.415291686879585",\N,\N,0.0,0.0,0.0,0.0,NORTHWOOD,"18, 18","24, 24",crab.relay.rush
,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,17.28,,,,,,18.0,18.0,,,,,6.91,8.16,,,0.0,0.0,0.0,,18.0,24.0,18.0,24.0,,,,,,,,,,,,,,2017-04-25,0.0,0.0,0.28Ω 0.00Deg,Greater London,1981-04-01,525216,TQ2521686933,0.0,ESL1992030-R01,Eastern Power Networks (EPN),Barnet,E09000003,10.8,15.5,0.0,0.04,0.0,2034-11-26,186933,NW11 8DE,2,100%,COLD,EPN-S0000000H8116,GOLDERS GRN PRIMARY 33/11kV,Primary Substation,33,"51.5673765002693, -0.194780880578112",FINCH RD,\N,0.0,0.0,0.0,0.0,GOLDERS GREEN,"18, 18","24, 24",boot.cars.deeper
,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,14.4,,,,,,15.0,15.0,,,,,10.66,14.4,,,0.0,0.0,0.0,,15.0,20.0,15.0,20.0,,,,,,,,,,,,,,2019-05-14,0.0,0.0,5.70Ω 0.00Deg,Hertfordshire,2011-04-01,508911,TQ0891199756,0.0,ELP02011011-R01,Eastern Power Networks (EPN),Three Rivers,E07000102,3.9,5,0.0,0.13,0.0,2035-11-26,199756,WD25 7LS,2,100%,COLD,EPN-S0000000H8121,LEAVESDEN STUDIOS PRIMARY 33/11kV,Primary Substation,33,"51.6860097465258, -0.425943119686932",LEAVESDEN STUDIOS WB AIRFIELD WAY,LEAVESDEN,0.0,0.0,0.0,0.0,WATFORD,"15, 15","20, 20",chained.begun.sung
,,Sundon 33kV,,,,,,,,,,,,Yes,5.213270142180089,0.43199999999999994,0.0722496,0.0,2.0,,,16.32,,,,,,8.5,5.9957504,Sundon,,,,4.9,7.2,,,0.5042496,2.0,2.5042496,,17.0,23.0,17.0,23.0,,,,,,,,,,,,,,2010-12-14,0.0,0.0,NA,Bedfordshire,1967-04-01,503649,TL0364924154,2.11,P-10-696-185,Eastern Power Networks (EPN),Central Bedfordshire,E06000056,11.9,15.5,26.72,0.09,0.0,2032-11-26,224154,LU4 0TY,2,<100%,COLD,EPN-S0000000H8123,LEWSEY PRIMARY 33/11kV,Primary Substation,33,"51.9062918290811, -0.494748082475557",\N,\N,0.0,0.0,0.0,0.0,LUTON WEST,"17, 17","23, 23",craft.admire.fluid
,,Stevenage Grid 33kV,,,,,,,,,,,,No,0.0,0.29184,0.048,0.0,0.0,,,18.24,,,,,,23.0,22.66016,Pelham and Wymondley,,,,9.7,11.52,,,0.33984,0.0,0.33984,,23.0,31.0,19.0,24.0,,,,,,,,,,,,,,2011-12-08,0.0,0.0,NA,Hertfordshire,1958-04-01,523413,TL2341325397,0.0,P-11-1412,Eastern Power Networks (EPN),Stevenage,E07000243,8.9,12,0.0,0.24,0.0,2026-11-26,225397,SG1 3GA,2,100%,HOT,EPN-S0000000H8126,NORTH STEVENAGE PRIMARY 33/11kV,Primary Substation,33,"51.9134388637182, -0.207150204562261",\N,\N,0.0,0.0,0.0,0.0,STEVENAGE NORTH,"23, 19","31, 24",thus.same.later
,,Houghton Regis Grid 33kV,,,,,,,,,,,,No,0.0,0.0,0.048,0.0,0.0,,,17.28,,,,,,18.0,17.952,Sundon,,,,6.91,8.06,,,0.048,0.0,0.048,,18.0,24.0,18.0,24.0,,,,,,,,,,,,,,2013-07-02,0.0,0.0,0.28Ω 0.00Deg,Bedfordshire,1977-04-01,501811,TL0181121745,0.0,P-13-2812-01,Eastern Power Networks (EPN),Central Bedfordshire,E06000056,10.8,15.6,26.72,\N,0.0,2026-11-26,221745,LU6 3SN,2,100%,COLD,EPN-S0000000H8131,DUNSTABLE PRIMARY 33/11kV,Primary Substation,33,"51.884978615034, -0.522166362692864",\N,\N,0.0,0.0,0.0,0.0,DUNSTABLE SOUTH,"18, 18","24, 24",magic.ties.school
,,Letchworth Grid 33kV,,,,,,,,,,,,No,0.0,0.0,0.096,0.0,0.0,,,16.32,,,,,,8.5,8.404,Pelham and Wymondley,,,,1.73,4.03,,,0.096,0.0,0.096,,17.0,23.0,17.0,23.0,,,,,,,,,,,,,,2013-07-02,0.0,0.0,0.16Ω 0.00Deg,Hertfordshire,1964-04-01,522631,TL2263133102,0.0,P-13-2814-01,Eastern Power Networks (EPN),North Hertfordshire,E07000099,15.2,18.8,0.0,\N,0.0,2026-11-26,233102,SG6 1JZ,2,<100%,COLD,EPN-S0000000H8133,EAST LETCHWORTH PRIMARY 33/11kV,Primary Substation,33,"51.9828517689337, -0.215767482766302",\N,\N,0.0,0.0,0.0,0.0,LETCHWORTH NORTH,"17, 17","23, 23",glory.healers.goal
,,Aylesbury East Grid 33kV,,,,,,,,,,,,No,0.0,1.89696,1.29312,0.0,0.0,,,43.2,,,,,,18.0,14.80992,Sundon,,,,19.1,28.13,,,3.19008,0.0,3.19008,,18.0,23.0,15.0,20.0,15.0,20.0,15.0,20.0,,,,,,,,,,2010-12-14,0.0,0.0,0.10Ω 0.00Deg,Buckinghamshire,1963-04-01,482335,SP8233513620,0.0,P-10-696-167,Eastern Power Networks (EPN),Buckinghamshire,E06000060,25.1,30.7,26.72,\N,0.0,2040-11-22,213620,HP21 7SE,4,100%,COLD,EPN-S0000000H8134,EXCHANGE ST PRIMARY 33/11kV,Primary Substation,33,"51.8151557378537, -0.806996714262566",\N,\N,0.0,0.0,0.0,0.0,AYLESBURY WEST,"18, 15, 15, 15","23, 20, 20, 20",await.struck.secure
,,Piccotts End Grid 33kV,,,,,,,,,,,,No,4.988123515439429,2.0928,0.0958464,0.0,8.0,,,28.8,,,,,,30.0,19.8113536,Elstree,,,,13.44,23.52,,,2.1886464,8.0,10.1886464,,30.0,40.0,30.0,40.0,,,,,,,,,,,,,,2019-05-01,360.0,960.0,0.52Ω 0.00Deg,Hertfordshire,1959-04-01,507954,TL0795408416,8.42,ELP02011013-R01,Eastern Power Networks (EPN),Dacorum,E07000096,16,15.5,349.21,0.14,133.84,2035-11-26,208416,HP2 7DX,2,100%,COLD,EPN-S0000000H8140,INDUSTRIAL PRIMARY 33/11kV,Primary Substation,33,"51.7640284851224, -0.437099345235418",\N,\N,-34.6,363.3,285.8,378.8,HEMEL HEMPSTEAD EAST,"30, 30","40, 40",live.spits.hooks
,,Ilmer Grid 33kV,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,14.4,,,,,,15.0,15.0,Amersham,,,,9.98,11.04,,,0.0,0.0,0.0,,15.0,18.0,15.0,18.0,,,,,,,,,,,,,,2019-03-13,480.0,240.0,0.99Ω 0.00Deg,Buckinghamshire,1961-04-01,479738,SP7973800896,0.0,ELP02011001-R01,Eastern Power Networks (EPN),Buckinghamshire,E06000060,4.6,6.5,56.02,0.37,1.58,2035-11-26,200896,HP27 9NX,2,100%,HOT,EPN-S0000000H8146,SAUNDERTON PRIMARY 33/11kV,Primary Substation,33,"51.7011526362665, -0.847577152043959",\N,\N,200.6,50.8,38.4,56.5,SAUNDERTON,"15, 15","18, 18",jousting.believer.trunk
,,Harrow North Grid 33kV,,,,,,,,,,,,No,0.0,0.192,0.384,0.0,0.0,,,17.28,,,,,,18.0,17.424,Watford South 2 and 4,,,,10.27,13.82,,,0.5760000000000001,0.0,0.5760000000000001,,18.0,24.0,18.0,24.0,,,,,,,,,,,,,,2019-06-11,0.0,0.0,0.36Ω 0.00Deg,Middlesex,1951-04-01,511547,TQ1154785338,0.0,ELP02011032-R01,Eastern Power Networks (EPN),Hillingdon,E09000017,7.3,9.6,0.0,0.05,0.0,2035-11-26,185338,HA4 0LN,2,100%,COLD,EPN-S0000000H8147,SOUTH RUISLIP PRIMARY 33/11kV,Primary Substation,33,"51.5559078026622, -0.392413815337398",\N,\N,0.0,0.0,0.0,0.0,RUISLIP,"18, 18","24, 24",shared.format.began
,,Westoning Grid 33kV,,,,,,,,,,,,No,0.0,0.192,11.888639999999999,0.0,0.0,,,17.28,,,,,,18.0,5.919360000000001,Sundon,,,,8.16,10.18,,,12.080639999999999,0.0,12.080639999999999,,18.0,24.0,18.0,24.0,,,,,,,,,,,,,,2017-04-26,0.0,0.0,0.65Ω 0.00Deg,Bedfordshire,2003-04-01,503746,TL0374633020,0.0,ESL1992013-R01,Eastern Power Networks (EPN),Central Bedfordshire,E06000056,9.5,13.4,26.72,0.19,0.0,2026-11-30,233020,MK45 5JD,2,100%,HOT,EPN-S0000000H8150,WESTONING PRIMARY 33/11kV,Primary Substation,33,"51.9859583929506, -0.490666137780247",\N,\N,0.0,0.0,0.0,0.0,WESTONING,"18, 18","24, 24",encroach.giving.roof
,,Cell Barnes Grid 33kV,,,,,,,,,,,,No,0.0,0.40800000000000003,0.264,0.0,0.0,,,28.8,,,,,,30.0,29.328,Elstree 3&4,,,,13.92,16.51,,,0.672,0.0,0.672,,30.0,40.0,30.0,40.0,,,,,,,,,,,,,,2019-08-23,0.0,0.0,0.59Ω 0.00Deg,Hertfordshire,2000-04-01,516574,TL1657406486,0.0,ELP02011021-R01,Eastern Power Networks (EPN),St Albans,E07000240,15.5,22.8,0.0,0.19,0.0,2035-11-26,206486,AL1 5PU,2,100%,HOT,EPN-S0000000H8154,CELL BARNES PRIMARY 33/11kV,Primary Substation,33,"51.7449568993288, -0.312894402496118",\N,\N,0.0,0.0,0.0,0.0,ST ALBANS,"30, 30","40, 40",fake.summer.plot
,,Lye Green 33kV,,,,,,,,,,,,No,0.0,0.0,0.1536,0.0,0.0,,,16.32,,,,,,8.5,8.3464,Elstree 1&2 and 8&9 and Watford South 3A&3B,,,,10.18,12.67,,,0.1536,0.0,0.1536,,17.0,23.0,17.0,23.0,,,,,,,,,,,,,,2010-12-14,0.0,0.0,0.15Ω 0.00Deg,Buckinghamshire,1961-04-01,489453,SP8945301556,0.0,P-10-696-164,Eastern Power Networks (EPN),Buckinghamshire,E06000060,6.4,9.8,0.0,\N,0.0,2032-11-26,201556,HP16 9AF,2,<100%,COLD,EPN-S0000000H8157,GT MISSENDEN PRIMARY 33/11kV,Primary Substation,33,"51.7056228650937, -0.706866842077868",\N,\N,0.0,0.0,0.0,0.0,GREAT MISSENDEN,"17, 17","23, 23",stared.pursue.bill
,,Lye Green 33kV,,,,,,,,,,,,No,0.0,0.0,0.096,0.0,0.0,,,16.32,,,,,,5.0,4.904,Elstree 1&2 and 8&9 and Watford South 3A&3B,,,,8.35,9.6,,,0.096,0.0,0.096,,17.0,23.0,17.0,23.0,,,,,,,,,,,,,,2011-10-06,0.0,0.0,NA,Buckinghamshire,1966-04-01,497508,SP9750803525,0.0,P-11-1221,Eastern Power Networks (EPN),Buckinghamshire,E06000060,8.3,13,0.0,0.17,0.0,2032-11-26,203525,HP5 3LQ,2,5MVA,COLD,EPN-S0000000H8161,LYE GREEN PRIMARY 33/11kV,Primary Substation,33,"51.7219807863055, -0.589783826433602",\N,\N,0.0,0.0,0.0,0.0,LYE GREEN,"17, 17","23, 23",march.slate.ashes
,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,28.8,,,,,,30.0,30.0,,,,,24.38,31.39,,,0.0,0.0,0.0,,30.0,39.0,30.0,39.0,,,,,,,,,,,,,,2018-08-21,0.0,0.0,0.25Ω 0.00Deg,Greater London,1959-04-01,529363,TQ2936388576,0.0,ELP0061017-R01,Eastern Power Networks (EPN),Haringey,E09000014,4.6,6.3,0.0,0.06,0.0,2034-11-26,188576,N8 8RL,2,100%,COLD,EPN-S0000000J7143,CROUCH END PRIMARY 33/6.6kV,Primary Substation,33,"51.5812062455963, -0.134377161206396",\N,\N,0.0,0.0,0.0,0.0,HORNSEY,"30, 30","39, 39",putty.season.than
,,Peterborough Central 33kV,,,,,,,,,,,,No,4.988123515439429,0.1728,0.0,0.0,8.0,,,28.8,,,,,,30.0,21.827199999999998,Walpole,,,,12.58,16.9,,,0.1728,8.0,8.1728,,30.0,40.0,30.0,40.0,,,,,,,,,,,,,,2013-01-03,960.0,960.0,NA,Cambridgeshire,1984-04-01,519121,TL1912198082,8.42,P-12-2270-01,Eastern Power Networks (EPN),Peterborough,E06000031,16.9,22.4,337.91,0.04,-382.73,2028-11-26,298082,PE1 1FP,2,100%,COLD,EPN-S0000000N6060,PETERBOROUGH CENTRAL 33/11kV,Primary Substation,33,"52.5675315039219, -0.243921301101892",\N,\N,0.0,0.0,0.0,0.0,PETERBOROUGH PE2,"30, 30","40, 40",able.folds.banks
,,-,,,,,,,,,,,,Yes,5.213270142180089,0.0,0.0,0.0,2.0,,,43.2,,,,,,15.0,13.0,Willesden Grid 66kV,,,,14.02,24.58,,,0.0,2.0,2.0,,15.0,20.0,15.0,20.0,15.0,20.0,15.0,20.0,,,,,,,,,,2016-05-24,0.0,0.0,0.10Ω 0.00Deg,Greater London,1954-04-01,523397,TQ2339780013,2.11,ESL1521005-R01,London Power Networks (LPN),Hammersmith and Fulham,E09000013,30.4,34.4,0.0,\N,0.0,2035-11-26,180013,W12 8AS,4,100%,COLD,LPN-S000000000109,BULWER ST 11KV,Primary Substation,66,"51.5055865356577, -0.223434837802431",BULWER STREET,\N,0.0,0.0,0.0,0.0,\N,"15, 15, 15, 15","20, 20, 20, 20",love.windy.moons
,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,63.36,,,,,,33.0,33.0,,,,,26.88,46.27,,,0.0,0.0,0.0,,33.0,43.0,33.0,43.0,33.0,43.0,,,,,,,,,,,,2018-12-11,0.0,0.0,0.12Ω 0.00Deg,NA,1959-04-01,530548,TQ3054881613,0.0,ELP055506-R01,London Power Networks (LPN),Camden,E09000007,38,37.8,0.0,0.1,0.0,2029-11-26,181613,WC1R 4QA,3,100%,COLD,LPN-S000000000228,FISHER ST B 11KV,Grid Substation,132,"51.5183600215218, -0.119866224793326",FISHER STREET,HOLBORN,0.0,0.0,0.0,0.0,LONDON,"33, 33, 33","43, 43, 43",taps.sharp.client
,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,28.8,,,,,,30.0,30.0,,,,,4.13,12.77,,,0.0,0.0,0.0,,30.0,39.0,30.0,39.0,,,,,,,,,,,,,,2019-02-25,0.0,0.0,14.41Ω 0.00Deg,Greater London,1989-04-01,526725,TQ2672582302,0.0,ELP055507-R01,London Power Networks (LPN),Westminster,E09000033,25.7,25.7,0.0,0.02,0.0,2038-11-26,182302,NW8 8NS,2,100%,COLD,LPN-S000000000302,ABERDEEN PL B 11KV,Grid Substation,132,"51.5254217499263, -0.17468722303939",ABERDEEN PLACE MSS ABERDEEN PLACE,ST JOHNS WOOD,0.0,0.0,0.0,0.0,ST JOHNS WOOD,"30, 30","39, 39",successes.swung.works
,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,31.68,,,,,,33.0,33.0,,,,,-10.75,-14.3,,,0.0,0.0,0.0,,33.0,43.0,,,,,,,,,,,,,,,,2018-07-11,0.0,0.0,0.00Ω 0.00Deg,Greater London,1968-04-01,529296,TQ2929681007,0.0,ELP0060006-R01,London Power Networks (LPN),Westminster,E09000033,44.2,57.9,0.0,0.11,0.0,2034-11-26,181007,W1F 7AL,3,100%,COLD,LPN-S000000000319,CARNABY ST 11 KV,Primary Substation,66,"51.5132017792974, -0.138122497344929",CARNABY STREET MSS CARNABY STREET,SOHO,0.0,0.0,0.0,0.0,SOHO,33,43,barn.grid.intend
,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,43.2,,,,,,15.0,15.0,,,,,12.77,12.96,,,0.0,0.0,0.0,,15.0,20.0,15.0,20.0,15.0,20.0,15.0,20.0,,,,,,,,,,2018-09-11,0.0,0.0,NA,Greater London,1966-04-01,527280,TQ2728081259,0.0,ELP055504-R01,London Power Networks (LPN),Westminster,E09000033,31.7,46.5,0.0,0.03,0.0,2038-11-26,181259,W2 2PS,4,100%,COLD,LPN-S000000000349,HYDE PARK ESTATE B 11KV,Primary Substation,66,"51.5159237960819, -0.167067826060955",HYDE PK ESTATE B MSS NORFOLK CRESCENT,HYDE PARK,0.0,0.0,0.0,0.0,BAYSWATER  PADDINGTON,"15, 15, 15, 15","20, 20, 20, 20",wipes.during.cloth
,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,34.56,,,,,,6.0,6.0,,,,,17.47,22.56,,,0.0,0.0,0.0,,12.0,16.0,12.0,16.0,12.0,16.0,12.0,16.0,,,,,,,,,,2018-07-10,0.0,0.0,0.08Ω 0.00Deg,Greater London,1952-04-01,525662,TQ2566280849,0.0,ELP0060007-R01,London Power Networks (LPN),Westminster,E09000033,17.8,24.5,0.0,0.0,0.0,2034-11-26,180849,W2 4NP,4,<100%,HOT,LPN-S000000000369,MOSCOW RD 6.6KV,Primary Substation,22,"51.5126010241839, -0.190519433492792",MOSCOW ROAD MSS MOSCOW ROAD PLACE,BAYSWATER,0.0,0.0,0.0,0.0,BAYSWATER  PADDINGTON,"12, 12, 12, 12","16, 16, 16, 16",books.spoke.spoil
,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,44.16,,,,,,11.5,11.5,,,,,28.8,35.42,,,0.0,0.0,0.0,,23.0,29.0,23.0,29.0,23.0,29.0,,,,,,,,,,,,2013-05-07,0.0,0.0,0.16Ω 0.00Deg,Greater London,1967-04-01,533321,TQ3332182133,0.0,P-13-2542-01,London Power Networks (LPN),Hackney,E09000012,16,21.1,0.0,\N,0.0,2027-11-26,182133,EC2A 3LS,3,"100%,  <100%",COLD,LPN-S000000000453,HEARN ST,Primary Substation,66,"51.522385880359, -0.079727620236909",HEARN STREET MSS HEARN STREET,BROADGATE,0.0,0.0,0.0,0.0,CITY OF LONDON,"23, 23, 23","29, 29, 29",exists.alarm.flank
,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,14.4,,,,,,15.0,15.0,,,,,-10.18,-3.74,,,0.0,0.0,0.0,,15.0,20.0,,,,,,,,,,,,,,,,2012-11-13,0.0,0.0,0.16Ω 0.00Deg,Greater London,1960-04-01,531906,TQ3190681200,0.0,P-12-2244-01,London Power Networks (LPN),City of London,E09000001,25.6,23.9,0.0,\N,0.0,2030-11-26,181200,EC4M 8BU,4,100%,HOT,LPN-S000000000476,PATERNOSTER,Primary Substation,33,"51.5143334190403, -0.100459941268318",PATERNOSTER ROW MSS PATERNOSTER ROW,FLEET STREET ST. PAULS,0.0,0.0,0.0,0.0,CITY OF LONDON,15,20,pretty.icons.cities
,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,28.8,,,,,,15.0,15.0,,,,,12.29,16.51,,,0.0,0.0,0.0,,15.0,20.0,15.0,20.0,15.0,20.0,,,,,,,,,,,,2013-05-15,0.0,0.0,0.12Ω 0.00Deg,Greater London,1953-04-01,535860,TQ3586089690,0.0,P-13-2567-01,London Power Networks (LPN),Waltham Forest,E09000031,17.2,22.8,0.0,\N,0.0,2027-11-26,189690,E17 6DP,3,100%,COLD,LPN-S000000000503,BLACKHORSE LANE,Primary Substation,66,"51.5896895284359, -0.040236782608312",BLACKHORSE LANE MSS BLACKHORSE LANE,WALTHAMSTOW,0.0,0.0,0.0,0.0,WALTHAMSTOW,"15, 15, 15","20, 20, 20",dust.angle.free
,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,43.2,,,,,,15.0,15.0,,,,,14.4,16.32,,,0.0,0.0,0.0,,15.0,20.0,15.0,20.0,15.0,20.0,15.0,20.0,,,,,,,,,,2020-04-06,0.0,0.0,3.46Ω 0.00Deg,Essex,1964-04-01,544985,TQ4498586818,0.0,ELP03609007-R01,London Power Networks (LPN),Redbridge,E09000026,30,43,0.0,0.09,0.0,2036-11-26,186818,IG1 1UE,4,100%,COLD,LPN-S000000000514,CLARKS RD B,Primary Substation,33,"51.5616115695199, 0.0902081005716816",CLARKS ROAD MSS CLARKS ROAD,ILFORD,0.0,0.0,0.0,0.0,ILFORD,"15, 15, 15, 15","20, 20, 20, 20",dance.lately.anyone
,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,43.2,,,,,,15.0,15.0,,,,,22.75,25.73,,,0.0,0.0,0.0,,15.0,20.0,15.0,20.0,15.0,20.0,15.0,20.0,,,,,,,,,,2020-03-25,0.0,0.0,0.03Ω 0.00Deg,Essex,1953-04-01,544465,TQ4446590317,0.0,ELP03609006-R01,London Power Networks (LPN),Redbridge,E09000026,21.3,33.2,0.0,0.0,0.0,2036-11-26,190317,IG6 2EE,4,100%,COLD,LPN-S000000000526,FAIRLOP RD,Primary Substation,33,"51.5931847836538, 0.0841496939754189",FAIRLOP ROAD MSS FAIRLOP ROAD,BARKINGSIDE,0.0,0.0,0.0,0.0,CLAYHALL,"15, 15, 15, 15","20, 20, 20, 20",radar.snaps.bulb
,,-,,,,,,,,,,,,Yes,20.15625,0.0,0.0,0.0,1.022,,,43.2,,,,,,7.5,6.478,Redbridge Supergrid 33kV,,,,14.78,22.08,,,0.0,1.022,1.022,,15.0,20.0,15.0,20.0,15.0,20.0,15.0,20.0,,,,,,,,,,2020-04-06,200.0,200.0,21.30Ω 0.00Deg,Essex,1953-04-01,544550,TQ4455087596,1.28,ELP03609010-R01,London Power Networks (LPN),Redbridge,E09000026,29.6,37,122.5,0.09,38.2,2036-11-26,187596,IG2 7EA,4,"100%,  <100%",COLD,LPN-S000000000556,LEY ST B,Primary Substation,33,"51.5687137747035, 0.0842568054883287",LEY STREET B MSS LEY STREET,ILFORD,0.0,0.0,0.0,0.0,ILFORD,"15, 15, 15, 15","20, 20, 20, 20",bonds.code.ranked
